video_id,comments
inGjY4cds3Q,"['👉Watch this video next (How to learn data science in 2021) https://youtu.be/oR670Txwh88\nSupport this Channel  👇👇👇\n🌟 Buy me a coffee https://www.buymeacoffee.com/dataprofessor\n🌟 Download Kite for FREE https://www.kite.com/get-kite/?utm_medium=referral&utm_source=youtube&utm_campaign=dataprofessor&utm_content=description-only\n👉 Subscribe to this YouTube channel https://www.youtube.com/dataprofessor?sub_confirmation=1\n👉 Join the Newsletter of Data Professor http://newsletter.dataprofessor.org', 'What if the time if it is in csv format?', 'Should have shown different transformations, aggregations and joins with the library as well', 'Thanks for the sharing. How to compare two large level dataset by using vaex package? Could you please do some R&D', ""I need your suggestions, anyone is welcome to give their opinion. I have 27 JSON files, each around plus/minus 600 megabytes.. So we're talking about 16 GB in total size. In the ideal case, I would read them each with pandas and then contact them together to make one huge big DF. The problem with pandas I have seen, is that once you go more than 2 GB (pickle file), it becomes useless and unmanageable. Please advise, will Vaex solve this problem? The application of this problem is that I will search for a keyword and I will be given (Definition, Author, Article) ... the keywords could happen on multiple rows.. So for example, the keyword (poverty) could give us multiple definitions by multiple authors... Please advise how to proceed."", 'very useful information. thanks', 'can vaex dataframe dot with list?', 'Hi ,\nHow will this work in AWS cloud env? If it works can you let me know the command to install and work with vaex Dataframes?', ""This line does not work for me: taxi1 = vx.open('s3://vaex/taxi/yellow_taxi_2015_f32s.hdf5?anon=true')\nCould you help me to understand ?"", 'xD']"
ZdDUwlwJNi0,"['👉Watch this video next (How to learn data science in 2021) https://youtu.be/oR670Txwh88\nSupport this Channel  👇👇👇\n🌟 Buy me a coffee https://www.buymeacoffee.com/dataprofessor\n🌟 Download Kite for FREE https://www.kite.com/get-kite/?utm_medium=referral&utm_source=youtube&utm_campaign=dataprofessor&utm_content=description-only\n👉 Subscribe to this YouTube channel https://www.youtube.com/dataprofessor?sub_confirmation=1\n👉 Join the Newsletter of Data Professor http://newsletter.dataprofessor.org', ""can we use cross validation in lazypredict? I didn't find."", 'Is there a way to increase the number of decimal places shown in accuracy,f1 score, etc?', 'if the model KNeighborsClassifier have high accuracy , how I can know the parameter this model ?', 'Just awesome... Keep us motivated as you do always.', 'Hello, thank you forthe tutorial.\nI encounter the following installation îssue on colab \n: ERROR: Could not find a version that satisfies the requirement scipy==1.6.0 (from lazypredict) (from versions: 0.8.0, 0.9.0, 0.10.0, 0.10.1, 0.11.0, 0.12.0, 0.12.1, 0.13.0, 0.13.1, 0.13.2, 0.13.3, 0.14.0, 0.14.1, 0.15.0, 0.15.1, 0.16.0, 0.16.1, 0.17.0, 0.17.1, 0.18.0rc2, 0.18.0, 0.18.1, 0.19.0, 0.19.1, 1.0.0b1, 1.0.0rc1, 1.0.0rc2, 1.0.0, 1.0.1, 1.1.0rc1, 1.1.0, 1.2.0rc1, 1.2.0rc2, 1.2.0, 1.2.1, 1.2.2, 1.2.3, 1.3.0rc1, 1.3.0rc2, 1.3.0, 1.3.1, 1.3.2, 1.3.3, 1.4.0rc1, 1.4.0rc2, 1.4.0, 1.4.1, 1.5.0rc1, 1.5.0rc2, 1.5.0, 1.5.1, 1.5.2, 1.5.3, 1.5.4)\r\nERROR: No matching distribution found for scipy==1.6.0 (from lazypredict).\n\nwould you have please any solution ?\n\nThank you', 'Thanks for making this video tutorial.\nCreate issues in the github repo will fix or add features as much as possible', 'Sir you are doing great work to help Data Science community. Pl put some videos on real life projects on Deep Learning and NLP too.', ""Great video but I was wondering isn't taking the highest accuracy model not necessarily the best given that if you tweak some of the parameters in other models they could potentially get a better result than the highest, in this case the GradientBoostingRegressor?"", 'Nice Library. Thanks for the information. Just one thing, CatBoost is missing in this package.']"
FG68qNVZF2s,"[""****** Giveaway\nThe kind folks over at NVIDIA has provided 5 FREE Credits to give away to 5 winners that they can use to take redeem a course at NVIDIA's Deep Learning Institute.\nI will be picking the 5 best answers to the following question:\n👉 What NGC tools or DLI course are you most interested in and why?\n\n****** Support this Channel\nIf you like this video, please make sure to LIKE, SUBSCRIBE, COMMENT and SHARE!\n🌟 Buy me a coffee https://www.buymeacoffee.com/dataprofessor\n🌟 Download Kite for FREE https://www.kite.com/get-kite/?utm_medium=referral&utm_source=youtube&utm_campaign=dataprofessor&utm_content=description-only\n👉 Subscribe to this YouTube channel https://www.youtube.com/dataprofessor?sub_confirmation=1\n👉 Join the Newsletter of Data Professor http://newsletter.dataprofessor.org"", 'Sir, I am new to your channel and it\'s the first video I watch from your channel. Currently I am doing my Undergraduation In Electronics and recently I got an attraction towards Datascience field because one of my academic project required a software part , (ie image classifications using Keras). After finishing that project, I really got excited about datascience field and now I have started learning from different youtube channels and medium blogs. I think Nvidia\'s \n""Fundamentals of Deep Learning for Computer Vision"" course would be of great help for enriching my knowledge. Not only that, for me it\'s hard to arrange a huge amount for learning due to my financial situation. So I hope luck would favour me to get selected. Whatsoever, I am happy that I found your channel so I get a lot of knowledge from your videos ❣️', ""Great interview! I see that this is a bit of a trend, but if I had to pick it'll be Fundamentals of Deep Learning for Computer Vision. I want to be able to use my knowledge in biomedical engineering and bioengineering in data science, and the best way to do that is to work with medical images, be it X-Ray or CT images, or ultrasound imaging which is my favorite, and having a good base on computer vision is a great way to start doing that! \nPS: The pre trained models look bonkers to medical application too!"", ""Just completed watching the Streamlit playlist and it's awesome. Computer Vision is one area which I want to explore more and Fundamentals of Deep Learning for Computer Vision course will be perfect for me to start with. Thank you for this awesome opportunity 🙌"", 'Amazing Work @Data Professor. Great video. I like to take Fundamentals of Deep Learning for  Computer Vision. Because my future plan is to start a Computer Vision Startup. Wanna dig more in to DL and  CV.', 'Sir, thanks for such through interview very insightful.\nI want to use DeepStream - CV Deployment container for image captioning task on videos.', 'It\'s amazing to know about NGC and many more here. Thanks for sharing @Data Professor. I would be happy to pick the ""Fundamentals of Deep Learning for Computer Vision"" course because I am reading and Implementing the books of Deep Learning right now. And The NGC tools also seems amazing and I would pick ""Automatic Speech Recognition"" and ""Speech Synthesis"" because I am working on the Project of Speech Recognition focusing on Kaldi.', ""I have started learning how deep learning is helping us to cure many fatal and incurable diseases, such as Alzheimers, Parkinson's and cancer. I'd be glad to learn AI/ML/DL for drug discovery/repurposing course by #NVIDIA #NGC #DLI, so that we may have solid background to cure these incurable diseases otherwise. Thank you."", 'I would like to learn Fundamentals of Deep Learning for Computer Vision .So, I want to get more into Computer vision.', 'Awesome interview guys!']"
8zm4L3rVreI,"['👉Watch this video next (How to learn data science in 2021) https://youtu.be/oR670Txwh88\nSupport this Channel  👇👇👇\n🌟 Buy me a coffee https://www.buymeacoffee.com/dataprofessor\n🌟 Download Kite for FREE https://www.kite.com/get-kite/?utm_medium=referral&utm_source=youtube&utm_campaign=dataprofessor&utm_content=description-only\n👉 Subscribe to this YouTube channel https://www.youtube.com/dataprofessor?sub_confirmation=1\n👉 Join the Newsletter of Data Professor http://newsletter.dataprofessor.org', 'thanks', 'Professor, is there any way to use the progress bar for tracking RandomizedSearchC or GridSearchCV?', ""Hi Sir, loved your simple explanation on this much needed feature. I'm the same issue while 'model.predict' stage where the cell block is running for too long a time and I don't have any means to track its progress or even determine if its functioning properly or not. Please suggest a way by which we can use tqdm library for model.predict stage as well!!"", ""This is great... But is it possible to work with the progress bar when not working with iterables. For example when simply training a RandomForest model, know how much time is left until the model is completely trained. That's be helpful."", 'How would you implement this using GridSearch?', 'I wonder if I can see the progress when I run the sklearn GridSearchCV, I tried it with verbose =3 but the progress status is minimal', 'Thanks so much for this valuable information! I would like to use the progress bar when performing grid search. In that case, how would I set up the parameter inside tqdm()?', 'This is so cool 😎', 'This is actually really helpful 💯']"
URjJVEeZxxU,"['✅ Connect with the author of klib, Andreas Kanz https://www.linkedin.com/in/akanz/\n👉Watch this video next (How to learn data science in 2021) https://youtu.be/oR670Txwh88\nSupport this Channel  👇👇👇\n🌟 Buy me a coffee https://www.buymeacoffee.com/dataprofessor\n🌟 Download Kite for FREE https://www.kite.com/get-kite/?utm_medium=referral&utm_source=youtube&utm_campaign=dataprofessor&utm_content=description-only\n👉 Subscribe to this YouTube channel https://www.youtube.com/dataprofessor?sub_confirmation=1\n👉 Join the Newsletter of Data Professor http://newsletter.dataprofessor.org', 'Is there any Web app library which could help to check time series data completeness...example, a plot something like correlation plot showed in this video where annotate was set False. X-axis is time series and if data was unavailable for a specific year, different color will be indicated in the plot..', 'Thank you.  Nicely presented', ""Is there any function in klib that tells about the best distribution of your features, as distribution plot gives all the details but don't tells the closest standard distribution?\nThank you for the video. It's an amazing library."", 'going to try this!', 'Is it advisable to use this lib on MCAR ?', 'Thanks for sharing! 🙏 This looks interesting. I will definitely try it out 😀', 'Hi, great channel really enjoy!!, could you do a video for a optimization problem when the objetive funtion is a ML model? Thanks!', 'Hey! I wish to do a python project on assessing symptoms that could lead to Diabetes! Any advice , Sir?', 'Thanks for this. This is something I have to implement in my project.']"
HT2WHLgYpxY,"['👉 Watch this next! (How to Build a Machine Learning App) https://www.youtube.com/watch?v=eT3JMZagMnE\nIf you like it, please make sure to smash the Like button and share this video!\n👉 Watch some more videos in the Streamlit playlist https://www.youtube.com/watch?v=ZZ4B0QUHuNc&list=PLtqF5YXg7GLmCvTswG32NqQypOuYkPRUE\n********** Support this Channel\nIf you like this video, please make sure to LIKE, SUBSCRIBE, COMMENT and SHARE!\n🌟 Buy me a coffee https://www.buymeacoffee.com/dataprofessor\n🌟 Download Kite for FREE https://www.kite.com/get-kite/?utm_medium=referral&utm_source=youtube&utm_campaign=dataprofessor&utm_content=description-only\n👉 Subscribe to this YouTube channel https://www.youtube.com/dataprofessor?sub_confirmation=1\n👉 Join the Newsletter of Data Professor http://newsletter.dataprofessor.org', 'Hey professor, I have a question. \nFor the hyperparameter run to start either u should upload the file in sidebar or use the example dataset in the main page. Understood. \nBut what is the use of the hyperlink ""example csv input"" which is present on sidebar?', 'Lovely as always!! Awesome work, Sir.', 'Four Oh Four.\r\nThis page does not exist.\r\nIf you believe this is a bug, please file an issue.', 'Thank you. Helped me a lot', 'Hello Professor,\nIs it recommend to code all the machine learning algorithms from scratch so that I can learn math behind it or just understand and start to code?', 'This is really nice.\nThank you very much.', 'Great timing.. I am writing my thesis, this will be in my reference.', ""Great video! I'm working in a project with RandomForest and I like the idea to make a contour plot to evaluate GridSearch params."", 'amazing job as usual, very precise and ease to follow the instructions in the video. so do we need herauko or ngok to share this web app with our friends so that they can also upload their files and perform ml or can we do it in google colab ?']"
9Ot78EHfLNE,"['👉 Watch this next: https://youtu.be/oR670Txwh88 (The Art of Learning Data Science - How to learn data science in 2021)\n----------\n🌟 Download Kite for FREE https://www.kite.com/get-kite/?utm_medium=referral&utm_source=youtube&utm_campaign=dataprofessor&utm_content=description-only\n🌟 Buy me a coffee https://www.buymeacoffee.com/dataprofessor\n🌟 Subscribe to this YouTube channel https://www.youtube.com/dataprofessor?sub_confirmation=1\n🌟 Join the Newsletter of Data Professor http://newsletter.dataprofessor.org', 'There\'s NO clear way to move from cell to cell. How do I go from cell to cell? I shouldn\'t have to search G.D. Internet to find out, there\'s a standard way -- yes Jupyter Notebook interface IS standard , like it or not -- but every frickin techbro keeps inventing new shortcuts for their notebook versions? Have we learned NOTHING from the OS wars and the Browser wars? Is THIS your way of keeping customers by annoying the SH*T out of them by inventing ridiculous ways to do things they\'ve been doing for years! Please for the love of all that is sane and holy: STOP DOING STUPID STUFF WITH THE NOTEBOOK SHORTCUTS! OKAY?\n\nNow, How the F do I move from cell to cell? I can\'t change mode, and I can\'t use VI mode, I can\'t find the shortcut on their ""documentation site"". This shouldn\'t even come up, yet here we are ffs!', 'To set up opensource facebook using Jupiter or maybe there are solutions to run full opensource solutions .', 'Which website allow to host my code ? And allow me to code without installing anything so when i an using Android', 'Nice presentation Chanin, thank you -)', ""Wow, I would have never guessed when Jirka Lhotka (one of the Deepnote's founders and a former colleague of mine) was telling me over a coffee at work about his new side project three years ago he'd make it this far.!  It is a great tool and hope it will get adopted widely!"", ""would it be handy to learn how to use this if you're interested in robotics?"", 'Sounds like vs code does all this already', 'Thanks Prof! this is really useful!', 'Great tool and thanks for sharing. Another video of comparison between deep note and google colab will be super useful. :D']"
eT3JMZagMnE,"[""Thanks a lot ! \nYou explain streamlit very clearly and your example is very interesting (meaning cover 90% percent of use-case  😄, I'm not moking your work).\nGreat explain !"", 'Amazing video. So simple. Thanks a lot Data professor 😀', 'so cool', 'it wouldve been so much better if you start with how the end product looks like', 'I want to deploy my classification model using radio buttons using streamlit .\nBut it is givivg an error : string cannot convert to numeric \n\n\nMy excel file is in 0 and 1 form . And I want when I fill yes radiobutton. \n it take it as (1) and else (0)', 'hello pro, thanks for the tutorial. I want to ask how to separate each session? like if you click the example dataset button then the dataset will appear, and if you click split data then the data is split, and when you click the training data button then the data is in training', 'Thank you very much for your good teaching', 'Hello Prof! Avra here , first of all , thank you for your videos , they are very useful and easy to understand. Being in my early years of PhD and just starting my own YouTube channel , I was wondering if you can make a FAQ video , on how you proceeded from your scientific life to YouTuber and the common challenges for any of us in this process ? It will be great to know your personal views , thank you in advance :)', ""Wow, another amazing tutorial!! I'm using it as an inspiration to build my portfolio (I do make some changes to put a spark of my own personality). I'm really grateful :D"", 'Would there be a way to start such an app in a clickable way rather than from the terminal?']"
1tUS4Ynhpx0,"['👉 Watch this next: @ (The Art of Learning Data Science - How to learn data science in 2021)\n🌟 Download Kite for FREE @t\n🌟 Buy me a coffee @t\n🌟 Subscribe to this YouTube channel @fessor\n🌟 Join the Newsletter of Data Professor @t', 'Signed up for this course. Thank you Prof. 😊', 'Thanks for your video ! \nDo we get any certificate for this course ?', 'Thank you for sharing this Course. We will see to borrow some new ideas into our course on Astringe.in', 'Very informative video!', 'Great Video , thanks', ""I discovered your channel 2 days ago i'm planning to watch all your vids and talking about your channel to my friends, you're doing a great work, you deserve a bigger audience, you're building a community here, peace :)"", 'Thanks, Data Professor. It means a lot to me', 'Professor! Thanks for showcasing an accessible free resource. The focus on theory and exercises makes this look like a really good supplement to something like fast.ai.', 'Thanks so much for sharing 🔥🔥🔥 Also your thumbnails are getting more and more amazing :D']"
B5dpSv3YYZ8,"['********** Support this Channel\nIf you like this video, please make sure to LIKE, SUBSCRIBE, COMMENT and SHARE!\n🌟 Buy me a coffee https://www.buymeacoffee.com/dataprofessor\n🌟 Download Kite for FREE https://www.kite.com/get-kite/?utm_medium=referral&utm_source=youtube&utm_campaign=dataprofessor&utm_content=description-only\n👉 Subscribe to this YouTube channel https://www.youtube.com/dataprofessor?sub_confirmation=1\n👉 Join the Newsletter of Data Professor http://newsletter.dataprofessor.org', ""I've not done any course in data science but want to get into the field .. should I enrol myself in this program?"", 'where is task video??', 'Thank you for creating this series', 'Hey Data professor I love your videos. and i watch them most of the time. here i found a company offering internship for Bioinformatics https://pine-biotech.com/', 'Thanks for doing this video 👍', 'Great!', 'Nice, \nDear professor, is there any internship related to bioinformatics?', 'Great video ,thanks', 'Are you sponsor?']"
Qs0V5ntEWWQ,"[""🌟Subscribe to Diogo's YouTube channel https://www.youtube.com/user/diogoalvesderesende\n🌟Join the Data Professor Newsletter https://sendfox.com/dataprofessor\n🌟Download Kite for FREE https://www.kite.com/get-kite/?utm_medium=referral&utm_source=youtube&utm_campaign=dataprofessor&utm_content=description-only"", 'What a great way to explain our models to non technical stakeholders', 'Can this LIME work for regression model prediction ?', 'Thank you for the content. FYI : The show_in_notebook(show_table = True ) works as well  in colab, but I can not get it to work within VS Code. Nonetheless :-)  Merry Christmas !', 'The thumbnails are getting better! I thought your voice was a little deep until I read the description', 'Can we use multiple text folders for LIME analysis? Also,  for machine learning can we use text folders containing full-text of thousands of documents? For most of the videos, I have seen on youtube and on the Internet, everyone used CSV files containing abstracts or titles. I am curious if we can perform machine learning and LIME on a full-text corpus.', 'Great Content keep up the good work', 'Awesome 😍💋 💝💖♥️❤️']"
NRnaMCNOK7Y,"['👉 Watch this next: https://youtu.be/oR670Txwh88 (The Art of Learning Data Science - How to learn data science in 2021)\n🌟 Download Kite for FREE https://www.kite.com/get-kite/?utm_medium=referral&utm_source=youtube&utm_campaign=dataprofessor&utm_content=description-only\n🌟 Buy me a coffee https://www.buymeacoffee.com/dataprofessor\n🌟 Subscribe to this YouTube channel https://www.youtube.com/dataprofessor?sub_confirmation=1\n🌟 Join the Newsletter of Data Professor http://newsletter.dataprofessor.org', 'What do you do with the cross validation model?', ""Can't believe I only just saw this! This is awesome, great work Data Professor!"", 'Is there a way to build an hybrid ml model using two algorithms lets say logistic regression with a random forest fused together? I am working on a project that proposes to do that', 'Can someone please tell me where in this video he actually touched on building a Model?  ...i saw how to use one, not how to build one.', 'Very clear', 'Hi Chanin greatly explained by you. could you provide me a link for this practical application of what you explained like practical demo ??', 'Thank you for the time and effort you put into your videos! could you please make a video of markov random fields models?', '👏🔥❤️', 'ขอบคุณครับ']"
GJYwiWI1AWw,"['👉 Watch this next: https://youtu.be/oR670Txwh88 (The Art of Learning Data Science - How to learn data science in 2021)\n🌟 Download Kite for FREE https://www.kite.com/get-kite/?utm_medium=referral&utm_source=youtube&utm_campaign=dataprofessor&utm_content=description-only\n🌟 Buy me a coffee https://www.buymeacoffee.com/dataprofessor\n🌟 Subscribe to this YouTube channel https://www.youtube.com/dataprofessor?sub_confirmation=1\n🌟 Join the Newsletter of Data Professor http://newsletter.dataprofessor.org', 'Mito is not true open source code, like panda is.   It is Freeware that sends data back to mito via telemetry.   You should make this known before your users spend time installing it.', 'Have installed mitohseet. but still getting this error message in jupyter                                        ImportError                               Traceback (most recent call last)', 'great great automation tool that Mito is, what an outstanding feat, major props. This will definitely come in very handy for many incoming programmers/integration eng.', 'This is awesome!!', 'Are u able to do a demo', 'This is lovely!!!', 'Would it be possible to integrate Mito within a Streamlit App?', 'Mito is cool', 'Good day! Can you help me how can I install this library in python?']"
XyJyJf0o53Y,"['👉 Watch this next: https://youtu.be/oR670Txwh88 (The Art of Learning Data Science - How to learn data science in 2021)\n🌟 Download Kite for FREE https://www.kite.com/get-kite/?utm_medium=referral&utm_source=youtube&utm_campaign=dataprofessor&utm_content=description-only\n🌟 Buy me a coffee https://www.buymeacoffee.com/dataprofessor\n🌟 Subscribe to this YouTube channel https://www.youtube.com/dataprofessor?sub_confirmation=1\n🌟 Join the Newsletter of Data Professor http://newsletter.dataprofessor.org', ""Permission to ask sir, what is the syntax for using waveforms? Because, the project I'm designing is about traffic congestion classification based on sound, so the use of wave paths in this case is very necessary. Thank you"", 'hi there , where I can find more info on the type of ML models used in case of sentiment analysis ? your feedback is highly regarded', 'Is that h20 is for web application or mobile app?', 'i think the big differnces between streamlit and this h20 wave is the price :D one is free other is pricey :D', 'wait it says open source but you have to pay?', 'Okay, great!\nbut what the difference between H2o and Steamlit?', 'Would be better than developing the application from Flask!!', 'Great Work Dr. Chanin. You are awesome!']"
9hxuXzrCRz8,"['👉 Watch Part 1 https://www.youtube.com/watch?v=s4uF8UOJz9k\n👉 Watch this next: https://youtu.be/oR670Txwh88 (The Art of Learning Data Science - How to learn data science in 2021)\n🌟 Download Kite for FREE https://www.kite.com/get-kite/?utm_medium=referral&utm_source=youtube&utm_campaign=dataprofessor&utm_content=description-only\n🌟 Buy me a coffee https://www.buymeacoffee.com/dataprofessor\n🌟 Subscribe to this YouTube channel https://www.youtube.com/dataprofessor?sub_confirmation=1\n🌟 Join the Newsletter of Data Professor http://newsletter.dataprofessor.org', 'Explaining an example project with each step would have been better', 'Hi, I\'ve watched a lot of your videos and found them really interesting and well curated (I love your infographics and I find them really useful).\r\n\r\nI wanted to kindly ask you for clarification: I understood that ""Data Preparation"", ""Data Preprocessing"", ""Scrub Data"" are all synonyms, but I don\'t understand if ""obtaining data"" is part of the ""data preprocessing"":\r\nin the video ""How to Become a Data Scientist (Learning Path and Skill Sets Needed)"" I saw that ""Data Preprogessing"" includes ""Obtaining Data"", ""Handling Missing Data"" (I also saw the related video), ""Data Cleaning"", ""Feature Engineering"" and ""Feature Selection"" but in these two videos both in the ""lifecycle"", both in the ""CRISP-DM framework"" and in the ""OSEMN framework"" the phase of obtaining the data is excluded if I understand correctly.\r\n\r\nI saw that you had in mind to make a series of videos on ""data preprocessing"" (of which the video ""Data Pre-processing in R: Handling Missing Data"" is part I think): do you think to carry it on? that would be really cool\r\n\r\nOne more thing I would like to have clear in mind: is ""data wrangling"" a part of ""data preprocessing""?\r\n\r\nKeep it up!\r\nGreetings from Italy, Lorenzo', ""Domain expertise, we don't STRESS this enough"", 'Very informative video thanks very much', 'Dr. Chanin is the best!', ""Chanin you're the best! Thank you for sharing your knowledge!"", ""How to keep motivated with accumulating the skills of data science? Potential video for you to make. I'm only just starting to get a hand of python after 8 or so months of 1-5 hours a day 5 days a week. My math skills have progressed very steadly. Learning math has made me feel gooder and gooder. Python learnign has been draining."", 'Hello Sir, i just watched this video.. its really very informative...  sir, i am an MCA-2006 passed out from delhi. Mam, will it be good for me to switch into data science jobs..\nBsc(math)(2000-2003)\nMca(2003-2006)\nWeb developer in php (2006-08)\nCollege level Lecturer in saudi arabia (2009-2017)\nInstitute owner and Lecturer in india (2018-2020).\nI am also a chess champion (university level & district level) in india..', '@DataProfessor Please make a video on ensemble neural networks']"
s4uF8UOJz9k,"['👉 Watch Part 2 https://www.youtube.com/watch?v=9hxuXzrCRz8\n👉 Watch this next: https://youtu.be/oR670Txwh88 (The Art of Learning Data Science - How to learn data science in 2021)\n🌟 Download Kite for FREE https://www.kite.com/get-kite/?utm_medium=referral&utm_source=youtube&utm_campaign=dataprofessor&utm_content=description-only\n🌟 Buy me a coffee https://www.buymeacoffee.com/dataprofessor\n🌟 Subscribe to this YouTube channel https://www.youtube.com/dataprofessor?sub_confirmation=1\n🌟 Join the Newsletter of Data Professor http://newsletter.dataprofessor.org', 'Thank you.....', 'It seems to cut off abruptly', 'Super awesome video, thanks for sharing with us.', 'Explicitly explained❤🙌', ""instilling confidence in customers ends up being CRUCIAL in industry. I'm with Tina. How do we buy one soon??"", 'I have seen so many content on data science but your explanation is very precise yet definitive. Great work Dr. Chanin!', 'hello sir, can u plz tell which dataset is used to find binding energy when ligand interact with protein?', ""Here's a request sir,\nI have been following your project playlist, just awesome.\n\nAs I'm a student, I want you to come with a one great project which will help in our resume/to get a job. \nThank for Awesome content."", ""Data professor - this is so amazing! I'm still waiting for when I can buy this as a poster 😍""]"
xDMzOUUnNzw,"['👉Watch this video next (How to learn data science in 2021) https://youtu.be/oR670Txwh88\nSupport this Channel  👇👇👇\n🌟 Buy me a coffee https://www.buymeacoffee.com/dataprofessor\n🌟 Download Kite for FREE https://www.kite.com/get-kite/?utm_medium=referral&utm_source=youtube&utm_campaign=dataprofessor&utm_content=description-only\n👉 Subscribe to this YouTube channel https://www.youtube.com/dataprofessor?sub_confirmation=1\n👉 Join the Newsletter of Data Professor http://newsletter.dataprofessor.org', 'Thank you for the explanation. How to deal with unlabeled dataset? Can we use pretrained model? If so give any suggestions.', 'Hello sir, my self Suman N, im from pharma background completed D pharma , B pharma , I have done Data Analyst, AI & ML, could u plz help me out like how to find pharma IT company or Health care sector to starts as an internship and job.\n\nIm waiting for your positive response.', 'Professor I have two questions \n1. What is the difference between the Pharmacophore model and QSAR and how they are connected?\n2. How can we validate a Pharmacophore model using ROC curve without using a paid software (like Ligand scout or MOE) ?', 'Fantastic explaination!', 'Awesome intro to Cheminformatics in drug discovery!', 'thanks!!', '🤓', 'very nice', 'As an upcoming 3rd year BS Pharmacy student, I am really excited to use QSAR for our possible thesis topic, really!']"
kzB9QLYdnC0,"[""🔥Don't forget to Sign up to try Mito, fans of this channel use this link to get priority to the front of the line https://calendly.com/jacobdi/mito-early-access?utm_campaign=summer&utm_source=dataprofvideo1\n🌟 Check out Kite https://www.kite.com/get-kite/?utm_medium=referral&utm_source=youtube&utm_campaign=dataprofessor&utm_content=description-only"", 'Could one add geographic mapping capability using GeoPandas?\nI am working on a project using Tableau, but am concerned about licensing cost.', 'Wow! A great session. Thanks!', 'Reproducibility ftw', ""Great video thanks for sharing this! I don't know if this was mentioned in the video but,  Is possible to use this library with the Visual Studio Code Jupyter extension?"", 'Chock FULL of great minds. I especially liked their origin story, Chanin!', 'So happy that you do provide such quality content to us aspiring data science enthusiast. Subbed', 'First']"
14hjvefbmLM,"[""What good times? Did you forget, I wasn't allowed any."", ""yeah but, MIT postdoc Lex Friedman is not part of the Nobel committee so.... I mean the result is great nonetheless. I'm still waiting to hear from scientists in the field developing cures for once impossible to cure diseases. Unless it comes up with new miracle drugs, its a useless data processing machine. I'm worried about the possibility of overtraining of the data. I'm my experience, Neural Nets with no physics or necessary mathematical constraints tend to not go very far in their predictions."", 'Hi Professor,\n\nplease recommend: I am trying to decide btwn starting an MS Data Sci program or MS Biomedical Informatics program next month and am unsure. I also have an undergrad background in bio & natural sciences and was thinking a full on Data Sci degree might be better in exposing me to the technical side and leave more options in which sector to work, but idk if Biomed Informatics degree might be better', 'Deepmind has just done another great work in Machine Learning. Thanks for the explanation @Data Professor.', ""This is really cool but let's wait for the paper before discussing the Nobel :). Yanik Kilcher put out a nice analysis of the Google blog post"", 'Thanks', '🤔The protein structure in the thumbnail of this video was created using the PyMOL software (https://pymol.org/), would anyone be interested if I make a video showing how to make it?\n👉Watch this video next (How to learn data science in 2021) https://youtu.be/oR670Txwh88\nSupport this Channel  👇👇👇\n🌟 Buy me a coffee https://www.buymeacoffee.com/dataprofessor\n🌟 Download Kite for FREE https://www.kite.com/get-kite/?utm_medium=referral&utm_source=youtube&utm_campaign=dataprofessor&utm_content=description-only\n👉 Subscribe to this YouTube channel https://www.youtube.com/dataprofessor?sub_confirmation=1\n👉 Join the Newsletter of Data Professor http://newsletter.dataprofessor.org', ""That's pretty interesting""]"
QsLhxW3DkBQ,"['Plz make video on intallation?', 'How we can predicit protein str using alphafold 2', ""Sir can  make example using their code if it possible  .. Plzz make sir I'm interested in Alfa fold 2 to look how it's work"", 'Thank you, professor.', 'greatings from Turkey, dear data Professor :)', ""I'm biologist. I found a lot of blogs were says that the protein folding problem is solved. I don't think so. Indeed, most of the authors of these blogs are data scientist/analyst, programers, etc and i noted that the protein biology background is only enougth to comunicate the idea but not enougth to take to the problem seriously. There is a lot of hues with proteins like chaperons, moon-ligth, intrinsically disordered, prions, etc.\r\n\r\nAF2 it's awesome and would like to read the paper rigth now! We have to stay alert for that. Maybe in the next 2-6 years with the advances of transformers, graph CNN and the low cost of GPUs the protein folding will be solverd"", ""an AI can fold the proteins but I can't tie my shoelaces :D"", 'Can you please make videos on protein structure prediction using deep learning?', 'สวัสดีค้าบ 😁', 'Make some videoes on proteinomics']"
